3231124359	3437435233	65535	65535	6	743
3231124420	2627214847	0	65535	0	662
3231124393	256788565	0	32200	6	441
3231124319	251689402	65535	1521	6	211
3231123968	2377646080	0	0	0	17
3231124450	255494389	0	30211	6	543
3231124384	253524002	0	1521	6	298
3231124409	253523972	65535	1704	6	332
3231124263	251689217	0	0	6	169
3231124358	3231125385	0	65535	6	733
3231123968	2182807552	0	0	255	10
3231124384	253524002	65535	1734	6	299
3231124254	255340648	0	1526	6	514
3231124251	251688972	65535	0	6	75
3231124379	3231125321	65535	65535	255	707
3231124361	2627283458	0	0	1	678
3231124416	254630084	65535	2026	6	492
3231124414	251689063	65535	1400	6	162
3231124342	2627283458	65535	65535	1	676
3231124271	256420901	0	6849	6	600
3231124414	253523976	65535	1708	6	363
3231124310	2627213393	65535	5631	6	648
3231124385	255494276	0	4646	6	535
3231124245	254064106	0	512	17	461
3231124361	2627283458	0	0	1	678
3231124267	253523972	65535	1704	6	330
3231124251	251688972	65535	0	6	78
3231124332	2627283458	0	65535	1	675
3231124444	251688967	0	1521	6	67
3231124414	253523972	0	1704	6	335
3231124252	251688972	65535	61809	6	121
3231124286	255495967	65535	1521	6	554
3231124228	252522746	65535	65535	255	246
3231123968	253286480	65535	65535	6	306
3231124250	255338703	65535	65535	1	509
3231124479	1073741823	0	0	0	7
3231124251	251688972	65535	0	6	97
3231124409	251688964	65535	1521	6	56
3231124251	251688972	0	61709	6	83
3231124383	253523976	0	1521	6	266
3231124316	255494193	65535	6890	6	533
3231124251	251688972	0	62219	6	93
3231124479	253286480	0	65535	1	309
3231124336	253524002	65535	1734	6	295
3231124458	2627214592	65535	65535	0	664
3231124479	2180513792	65535	0	0	9
3231124377	3231125341	65535	65535	6	718
3231124267	253523983	0	1221	6	404
3231124343	2627239426	0	65535	1	667
3231123968	2153315830	0	0	6	642
3231124351	3630654223	0	65535	6	749
3231124383	253523985	0	1521	6	278
3231124384	253523989	0	1521	6	283
3231124316	255494193	0	6889	6	532
3231124319	3349968543	65535	65535	6	740
3231124295	251689402	0	1650	6	209
3231124318	202687488	0	20	6	606
3231124252	255664495	65535	65535	6	562
3231124252	251688972	0	62499	6	132
3231124409	253523985	65535	1717	6	417
3231124293	251688996	65535	6789	6	145
3231124235	253288843	0	2115	6	253
3231124285	251763764	65535	5541	6	220
3231124246	253523983	65535	1299	6	391
3231124270	253286441	0	30899	6	304
3231124251	254566441	0	7499	6	473
3231124265	251688992	65535	1299	6	142
3231124265	253523983	0	1525	6	401
3231124384	253523979	0	1711	6	273
3231124285	251933127	0	5541	6	225
3231124246	253523985	0	1717	6	412
3231124282	255495962	0	1433	6	551
3231124295	251688966	65535	1221	6	62
3231124410	3231125348	65535	65535	6	721
3231124251	251688972	65535	62239	6	94
3231124349	3231125384	65535	65535	255	727
3231124251	254566441	65535	0	6	474
3231124377	255495967	0	65535	6	556
3231124252	251688972	0	61909	6	123
3231124246	253523983	65535	1221	6	390
3231124267	251689402	0	1521	6	191
3231124332	202688511	65535	6000	6	616
3231124347	2627239426	0	0	1	668
3231124251	254566441	0	7599	6	474
3231124246	253523983	65535	1715	6	396
3231124265	253523983	65535	1521	6	400
3231124246	253524001	65535	1733	6	427
3231124357	252817513	65535	6790	6	251
3231124307	251689402	0	1521	6	210
3231124251	255664495	0	2211	6	559
3231124347	2627239426	65535	65535	1	668
3231124265	253523976	65535	1521	6	356
3231124377	255495967	0	65535	6	556
3231124394	202688511	65535	6000	6	632
3231124317	254630084	0	2026	6	491
3231124252	251688972	65535	61199	6	108
3231124251	251688972	0	62509	6	98
3231124400	202687488	65535	20	6	634
3231124286	253288843	65535	2110	6	254
3231124413	253523979	65535	1711	6	371
3231124251	263717931	65535	7499	6	603
3231124267	253523983	0	1715	6	410
3231124263	251689217	65535	1350	6	170
3231124332	2627239426	0	65535	1	666
3231124252	251688972	0	61909	6	123
3231123968	2180513792	65535	0	255	9
3231124265	253523982	0	1521	6	385
3231124271	256419998	0	6849	6	598
3231124479	253286480	65535	65535	1	309
3231124235	253288843	65535	2110	6	252
3231124280	252350443	0	1526	6	236
3231124285	252366663	65535	5541	6	244
3231124252	251688972	65535	61609	6	117
3231124310	2627213393	65535	5631	6	648
3231124245	254064106	0	8101	6	462
3231124383	253523972	0	1704	6	257
3231124383	253524002	65535	1734	6	297
3231124252	251688972	65535	0	6	137
3231124235	253288843	0	2110	6	252
3231124280	255330129	65535	1521	6	507
3231124270	256788565	0	32201	6	440
3231124330	2627239426	65535	65535	1	665
3231124318	202687488	65535	21	6	607
3231124227	252522746	0	65535	0	245
3231124450	255494393	0	1433	6	545
3231124412	253327366	65535	1706	6	347
3231124251	251688972	0	62499	6	97
3231124265	253523982	0	1526	6	387
3231124293	3231125384	65535	0	255	725
3231124251	251688972	65535	0	6	95
3281456032	254767409	0	14753	6	503
3231124339	253501475	65535	1521	6	320
3231123968	255039493	0	19856	6	505
3231124409	253523985	0	1717	6	417
3231124379	3231125384	0	0	255	730
3231124361	202688511	0	65535	6	629
3231124263	251689217	65535	0	6	170
3231124414	253523976	65535	1708	6	363
3231124285	251763764	65535	5540	6	219
3231124286	254566446	65535	0	6	480
3231124409	253523976	0	1708	6	360
3231123968	254062969	65535	65535	6	455
3231124357	254566427	65535	6790	6	468
3231124252	254566441	65535	0	6	477
3231124251	251688972	0	62399	6	95
3231124241	251689402	65535	1599	6	179
3231124362	3231125385	65535	65535	6	734
3231124246	253523983	65535	1349	6	392
3231124284	253501474	0	3031	6	316
3231124280	252350164	65535	1526	6	235
3231124339	2523187467	0	443	6	644
3231123968	251658239	65535	65535	0	5
3231124339	2523187467	0	443	6	644
3231124285	252366663	0	5540	6	243
3231124298	3501767719	65535	65535	6	746
3231124246	251689402	65535	1521	6	181
3231124413	253523972	0	1704	6	334
3231124241	260050808	65535	1490	6	587
3231124300	255664495	65535	2121	6	569
3231123968	253286480	65535	135	6	307
3231123968	2627284239	65535	443	6	683
3231124339	253501475	0	1521	6	320
3231124414	253523979	65535	1711	6	372
3231124241	251689402	65535	0	6	180
3231124240	3231125388	0	0	6	737
3231124265	253523975	65535	1707	6	350
3231124413	251688964	0	1521	6	57
3231124310	2627213396	0	5631	6	652
3231124379	3231125325	65535	65535	6	714
3231123968	2483421183	0	65535	0	20
3231124413	253523980	0	1712	6	380
3231124307	251688967	0	1521	6	66
3231124285	251763764	0	5540	6	219
3231124251	251688972	65535	62409	6	96
3231124450	255494389	0	30211	6	543
3231124284	253501464	0	1521	6	315
3231124479	2464153599	0	65535	0	19
3231124384	253523976	65535	1708	6	269
3231124379	3231125321	65535	65535	255	707
3231124246	253523973	0	1705	6	336
3231124230	252522746	0	0	0	248
3231124246	253523974	0	1706	6	343
3231124251	251688972	0	0	6	85
3231124265	251688992	65535	1525	6	140
3231124241	260050808	65535	1490	6	587
3231124251	256022834	0	135	17	575
3231124265	253523971	0	0	6	322
3231124263	251689217	65535	1299	6	169
3231124267	253523983	0	1715	6	410
3231124265	251688992	65535	1521	6	139
3231124321	251863674	0	65535	6	221
3231124412	253523973	0	1705	6	341
3231124278	251689402	65535	1521	6	203
3231124295	260050808	0	1490	6	593
3231124383	253523976	65535	1521	6	266
3231123968	2627307391	65535	0	6	684
3231124267	251689402	0	1521	6	191
3231124265	253523971	0	0	6	323
3231124285	257329515	65535	5540	6	584
3231124310	2627213393	65535	5632	6	649
3231124265	253523974	65535	1706	6	344
3231124410	3231125321	0	65535	0	708
3231124410	3231125325	65535	0	6	715
3231124252	255664495	0	2200	6	563
3231124310	255495937	0	1601	6	549
3231124357	252817513	0	6789	6	250
3231124347	202688511	65535	20	6	622
3231124299	255664495	65535	2200	6	568
3231124393	255348828	0	32200	6	520
3231124265	253523971	0	1299	6	322
3231124310	2627213393	65535	5631	6	648
3231124254	255340640	65535	1526	6	512
3231124330	2627239426	65535	0	1	665
3231124252	254566441	65535	7499	6	477
3231124310	2627213396	65535	5632	6	653
3231124285	252366663	65535	5541	6	244
3231124227	254568560	65535	65535	0	300
3231124420	3231125345	65535	1521	6	719
3231124412	251689054	65535	14753	6	158
3231124362	3231125322	0	0	6	711
3231124251	263717931	0	135	6	602
3231124412	253523980	0	1712	6	379
3231124267	251688964	65535	1350	6	44
3231124295	251688964	0	1649	6	53
3231124240	3231125328	0	65535	255	716
3231124479	253286480	0	8101	6	310
3231124317	254629902	65535	30804	6	481
3231124310	2627213394	65535	5632	6	651
3231124409	253523980	65535	1712	6	378
3231124413	251688964	0	14753	6	58
3231124310	255495937	0	1601	6	549
3231124245	254064106	0	65535	1	466
3231124250	255338703	0	65535	0	510
3231124383	253523975	0	1521	6	256
3231124479	2626551807	65535	65535	0	21
3231124295	251688964	0	1521	6	51
3231124357	252817513	65535	6790	6	251
3231124339	2523187467	0	443	6	644
3231124343	202688511	65535	6000	6	620
3231124280	255340648	0	1526	6	515
3231124384	251689402	65535	14753	6	214
3231124383	253523973	65535	1705	6	260
3231124383	253523980	65535	1712	6	275
3231124347	202688511	0	21	6	623
3231124358	3231125391	65535	65535	0	738
3231124405	2627239426	65535	65535	1	672
3231124252	251688972	0	61599	6	116
3231124246	251688964	65535	1521	6	30
3231124405	202688511	0	21	6	639
3231124383	253523980	65535	1521	6	274
3231124323	3349968543	65535	0	6	741
3231124263	254630082	65535	0	6	489
3231124265	253523983	65535	1221	6	397
3231124377	255494189	0	1433	6	530
3231124383	253523992	0	1521	6	286
3231124412	253523976	0	1708	6	361
3231124251	251688972	0	61999	6	88
3231124254	255340640	0	1526	6	512
3231124383	253523973	0	1705	6	260
3231124307	251689402	0	1521	6	210
3231124300	255664495	65535	2211	6	570
3231124286	255495966	0	1521	6	553
3231124342	2627283458	65535	0	1	676
3231124251	251688972	0	61199	6	72
3231124286	255495967	65535	1521	6	554
3231124280	253631252	0	1526	6	442
3231124252	251688972	0	0	6	124
3231124295	251688964	65535	1649	6	53
3231124413	253523972	0	1704	6	334
3231124308	254630012	0	32200	6	488
3231124291	253478133	0	1526	6	312
3231124384	253524001	0	1521	6	292
3231124298	3630654223	65535	65535	6	748
3231124241	260050808	0	1490	6	587
3231124414	251689063	0	65535	6	163
3231124252	254566441	0	0	6	478
3231124250	255338703	65535	1352	6	508
3231124351	3501767719	65535	65535	6	23
3231124250	255338703	65535	0	1	509
3231124265	251688992	65535	1521	6	139
3231124383	253524002	0	1734	6	297
3231124285	252365113	0	5541	6	242
3231124361	202687488	65535	0	6	629
3231124270	256788560	0	32201	6	438
3231123968	2483421183	0	0	0	20
